urn:cts:greekLit:tlg0012.tlg001.hmt01:10.1	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="1"> Alongside the ships the other best <note>aristos</note> men of the Panachaeans</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.421	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="421"> they sleep. For they turn over to the Trojans the task of watching over them</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.422	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="422"> since their children do not reside nearby, nor their wives.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.423	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="423"> Odysseus who is crafty in many ways answered him and said, <note>=I-10.382</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.424	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="424"> “So have they been mixed with the Trojans, tamers of horses,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.425	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="425"> or do they sleep apart from them? Tell me in full so that I can learn.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.426	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="426"> Then Dolon the son of Eumedes answered him:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.427	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="427"> “Yes, I will also give you this account without veering. <note>cf. I-10.413</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.428	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="428"> Toward the sea are the Karians and the Paionians with their curved bows</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.429	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="429"> and the Leleges and Kaukones and radiant Pelasgians.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.430	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="430"> Toward Thymbres the Lykians were allotted space and the proud Mysians</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.431	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="431"> and the Phrygians, tamers of horses <note>v.l. who fight from chariots</note> and theMeonians whose helmets have horse-hair plumes.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.432	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="432"> But why do you question me so precisely about each of these things?</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.433	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="433"> For if you two are eager to enter into the crowd of Trojans,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.434	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="434"> here are the Thracians who have newly arrived, farthest apart from the others,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.435	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="435"> and among them is the king, Rhesos the son of Eioneus. </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.436	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="436"> I saw his horses—they are the finest and largest,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.437	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="437"> whiter than snow and they run like winds.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.438	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="438"> His chariot has been well fashioned in gold and silver.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.439	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="439"> And his armor is golden, huge, amazing to behold.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.440	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="440"> He had it on when he came, and it did not at all look like mortal</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.441	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="441"> men should wear it, but rather the immortal gods.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.442	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="442"> But bring me now to the swift-traversing ships</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.443	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="443"> or bind me with a pitiless bond and leave me here,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.444	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="444"> while you two go and test what I said,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.445	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="445"> whether I spoke to you in good measure or not.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.446	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="446"> Powerful Diomedes gave him a fierce look and said:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.447	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="447"> Don’t put thoughts of escape in your heart <note>thumos</note>, Dolon, <note>v.l. beingtricky</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.448	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="448"> although you gave good <note>esthlos</note> information after you fell into our hands.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.449	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="449"> But if we release you for ransom or let you go now,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.450	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="450"> you will surely come at a later time to the ships of the Achaeans</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.451	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="451"> either to spy or to make war with matching might.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.452	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="452"> But if you are subdued <note>v.l. struck</note> by my hand and you lose your life<note>thumos</note>,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.453	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="453"> then you will never again be a cause of pain to the Argives.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.454	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="454"> He spoke, and Dolon with his strong hand toward Diomedes’ chin was about to</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.455	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="455"> grasp it and supplicate him, but Diomedes drove toward the middle of his neck <note>cf.I-5.80</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.456	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="456"> flashing out with his sword <note>cf. I-5.81</note>, and he cut right through thetendons.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.457	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="457"> The head of Dolon still talking was mixed with the dust.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.458	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="458"> From his head they took the helmet made from the hide of a marten <note>cf.I-10.335</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.459	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="459"> and his wolf’s skin and bent-back bow and long spear <note>cf. 10.333-335</note>.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.460	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="460"> These things radiant Odysseus to Athena, dispenser of spoils,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.461	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="461"> lifted high with his hand and praying, said a word <note>epos</note>:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.462	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="462"> “Take pleasure <note>kharis</note>, goddess, in these things. You first on Olympus</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.463	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="463"> of all the immortals we invoke <note>v.l. present these in reciprocity</note>. And onceagain</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.464	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="464"> escort us to the horses and sleeping places of the Thracian men.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.465	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="465"> So he spoke, and raising them high away from himself </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.466	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="466"> he placed them up in a tamarisk. And he placed on it conspicuously a mark<note>sêma</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.467	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="467"> by bunching together reeds and the blossoming branches of the tamarisk,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.468	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="468"> so that he would not miss it as they came back through the swift, black night. <note>cf.I-10.394</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.469	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="469"> The two went forward through the war gear and black blood.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.470	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="470"> Right away as they were going they came to the post <note>telos</note> of the Thracianmen.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.471	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="471"> They were sleeping, overwhelmed with exhaustion from toil <note>cf. I-10.312=10.399</note>,and their war gear,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.472	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="472"> which was fine, lay on the ground next to them, in good order <note>kosmos</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.473	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="473"> in three rows. Alongside them were horses yoked in a pair for each.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.474	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="474"> Rhesos slept in the middle, and next to him were swift horses</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.475	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="475"> tied up with their reins from the end/edge of the chariot rail.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.476	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="476"> Odysseus, seeing him first/in front of him, pointed him out to Diomedes:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.477	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="477"> “This, Diomedes, is the man, and these are the horses,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.478	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="478"> whom Dolon (the man we killed) signaled to us two.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.479	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="479"> Come on, bring on overpowering violence <note>menos</note>. You must not </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.480	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="480"> just stand there in your armor, but release the horses.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.481	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="481"> Or else you kill the men, and I’ll take care of the horses.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.482	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="482"> So he spoke. Owl-radiant Athena breathed violence <note>menos</note> into Diomedes<note>cf. I-15.60, 15.262=20.110, 17.456 (into horses!)</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.483	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="483"> and he killed one after another. A hideous groaning rose from them <note>cf.I-21.20</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.484	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="484"> as they were hit by his sword. The earth became red with blood. <note>cf.I-21.21</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.485	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="485"> Like a lion, attacking shepherdless <note>sêma</note> flocks,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.486	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="486"> goats or sheep, intending evil he springs on them,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.487	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="487"> just so the son of Tydeus went after the Thracian men</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.488	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="488"> until he killed twelve. And Odysseus, who is crafty in many ways,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.489	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="489"> stood by whomever Tydeus’s son struck with his sword, </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.490	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="490"> and each one Odysseus took by the foot and dragged him back,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.491	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="491"> contemplating in his heart <note>thumos, cf. I-2.36</note> how the fine-maned horses </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.492	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="492"> might go easily through and not tremble in their hearts <note>thumos</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.493	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="493"> walking over corpses. For they were still unaccustomed to them.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.494	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="494"> But when the son of Tydeus reached the king,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.495	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="495"> from him the thirteenth he took away the honey-sweet life <note>thumos</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.496	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="496"> as he gasped for breath. For a bad dream stood at his head </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.497	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="497"> that night, the descendent of Oineus <note>Diomedes</note>, through the scheme<note>mêtis</note> of Athena.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.498	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="498"> Meanwhile enduring Odysseus was freeing the solid-hoofed horses,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.499	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="499"> and he strung them together with the reins and drove them away from the crowd</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.500	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="500"> by striking them with his bow, since the shining whip he hadn’t </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.501	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="501"> noticed <note>noos</note> to take in his hands from the intricately patterned<note>poikilos</note> chariot.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.502	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="502"> He whistled, signaling to radiant Diomedes.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.503	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="503"> Meanwhile Diomedes stood there and was divided as to what most bitch-like thing he coulddo.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.504	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="504"> Either seize the chariot, in which the intricately patterned <note>poikilos</note> armorlay,</l>
