ORCA_URN	AnalyzedText	Analysis	textDeformation
urn:cite2:hmt:signoccurr.v1:1464	urn:cts:greekLit:tlg0012.tlg001.msA:11.326	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1465	urn:cts:greekLit:tlg0012.tlg001.msA:11.328	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1466	urn:cts:greekLit:tlg0012.tlg001.msA:11.333	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1467	urn:cts:greekLit:tlg0012.tlg001.msA:11.350	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1468	urn:cts:greekLit:tlg0012.tlg001.msA:11.354	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1469	urn:cts:greekLit:tlg0012.tlg001.msA:11.355	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1470	urn:cts:greekLit:tlg0012.tlg001.msA:11.356	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:1471	urn:cts:greekLit:tlg0012.tlg001.msA:11.356	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1472	urn:cts:greekLit:tlg0012.tlg001.msA:11.364	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1473	urn:cts:greekLit:tlg0012.tlg001.msA:11.368	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1474	urn:cts:greekLit:tlg0012.tlg001.msA:11.376	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1475	urn:cts:greekLit:tlg0012.tlg001.msA:11.385	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1476	urn:cts:greekLit:tlg0012.tlg001.msA:11.387	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1477	urn:cts:greekLit:tlg0012.tlg001.msA:11.390	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1478	urn:cts:greekLit:tlg0012.tlg001.msA:11.402	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1479	urn:cts:greekLit:tlg0012.tlg001.msA:11.404	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1480	urn:cts:greekLit:tlg0012.tlg001.msA:11.405	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1481	urn:cts:greekLit:tlg0012.tlg001.msA:11.409	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1482	urn:cts:greekLit:tlg0012.tlg001.msA:11.413	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1483	urn:cts:greekLit:tlg0012.tlg001.msA:11.422	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1484	urn:cts:greekLit:tlg0012.tlg001.msA:11.424	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1485	urn:cts:greekLit:tlg0012.tlg001.msA:11.430	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1486	urn:cts:greekLit:tlg0012.tlg001.msA:11.432	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1487	urn:cts:greekLit:tlg0012.tlg001.msA:11.456	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1488	urn:cts:greekLit:tlg0012.tlg001.msA:11.458	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1489	urn:cts:greekLit:tlg0012.tlg001.msA:11.462	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1490	urn:cts:greekLit:tlg0012.tlg001.msA:11.480	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1491	urn:cts:greekLit:tlg0012.tlg001.msA:11.492	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1492	urn:cts:greekLit:tlg0012.tlg001.msA:11.494	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1493	urn:cts:greekLit:tlg0012.tlg001.msA:11.502	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1494	urn:cts:greekLit:tlg0012.tlg001.msA:11.506	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1495	urn:cts:greekLit:tlg0012.tlg001.msA:11.515	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1496	urn:cts:greekLit:tlg0012.tlg001.msA:11.523	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1497	urn:cts:greekLit:tlg0012.tlg001.msA:11.528	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1498	urn:cts:greekLit:tlg0012.tlg001.msA:11.544	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1499	urn:cts:greekLit:tlg0012.tlg001.msA:11.545	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1500	urn:cts:greekLit:tlg0012.tlg001.msA:11.548	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1501	urn:cts:greekLit:tlg0012.tlg001.msA:11.557	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1502	urn:cts:greekLit:tlg0012.tlg001.msA:11.559	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1503	urn:cts:greekLit:tlg0012.tlg001.msA:11.562	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1504	urn:cts:greekLit:tlg0012.tlg001.msA:11.568	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1505	urn:cts:greekLit:tlg0012.tlg001.msA:11.572	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1506	urn:cts:greekLit:tlg0012.tlg001.msA:11.574	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1507	urn:cts:greekLit:tlg0012.tlg001.msA:11.583	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1508	urn:cts:greekLit:tlg0012.tlg001.msA:11.589	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1509	urn:cts:greekLit:tlg0012.tlg001.msA:11.600	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1510	urn:cts:greekLit:tlg0012.tlg001.msA:11.601	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1511	urn:cts:greekLit:tlg0012.tlg001.msA:11.604	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1512	urn:cts:greekLit:tlg0012.tlg001.msA:11.606	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1513	urn:cts:greekLit:tlg0012.tlg001.msA:11.612	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1514	urn:cts:greekLit:tlg0012.tlg001.msA:11.620	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1515	urn:cts:greekLit:tlg0012.tlg001.msA:11.621	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1516	urn:cts:greekLit:tlg0012.tlg001.msA:11.622	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1517	urn:cts:greekLit:tlg0012.tlg001.msA:11.630	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1518	urn:cts:greekLit:tlg0012.tlg001.msA:11.632	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1519	urn:cts:greekLit:tlg0012.tlg001.msA:11.635	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1520	urn:cts:greekLit:tlg0012.tlg001.msA:11.636	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1521	urn:cts:greekLit:tlg0012.tlg001.msA:11.650	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1522	urn:cts:greekLit:tlg0012.tlg001.msA:11.659	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1523	urn:cts:greekLit:tlg0012.tlg001.msA:11.667	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1524	urn:cts:greekLit:tlg0012.tlg001.msA:11.683	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1525	urn:cts:greekLit:tlg0012.tlg001.msA:11.688	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1526	urn:cts:greekLit:tlg0012.tlg001.msA:11.689	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1527	urn:cts:greekLit:tlg0012.tlg001.msA:11.692	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1528	urn:cts:greekLit:tlg0012.tlg001.msA:11.694	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1529	urn:cts:greekLit:tlg0012.tlg001.msA:11.697	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1530	urn:cts:greekLit:tlg0012.tlg001.msA:11.699	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1531	urn:cts:greekLit:tlg0012.tlg001.msA:11.705	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:1532	urn:cts:greekLit:tlg0012.tlg001.msA:11.705	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1533	urn:cts:greekLit:tlg0012.tlg001.msA:11.709	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1534	urn:cts:greekLit:tlg0012.tlg001.msA:11.711	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1535	urn:cts:greekLit:tlg0012.tlg001.msA:11.730	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1536	urn:cts:greekLit:tlg0012.tlg001.msA:11.734	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1537	urn:cts:greekLit:tlg0012.tlg001.msA:11.735	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1538	urn:cts:greekLit:tlg0012.tlg001.msA:11.737	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1539	urn:cts:greekLit:tlg0012.tlg001.msA:11.747	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1540	urn:cts:greekLit:tlg0012.tlg001.msA:11.750	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1541	urn:cts:greekLit:tlg0012.tlg001.msA:11.751	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1542	urn:cts:greekLit:tlg0012.tlg001.msA:11.752	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1543	urn:cts:greekLit:tlg0012.tlg001.msA:11.754	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1544	urn:cts:greekLit:tlg0012.tlg001.msA:11.759	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1545	urn:cts:greekLit:tlg0012.tlg001.msA:11.767	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1546	urn:cts:greekLit:tlg0012.tlg001.msA:11.768	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1547	urn:cts:greekLit:tlg0012.tlg001.msA:11.769	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1548	urn:cts:greekLit:tlg0012.tlg001.msA:11.770	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1549	urn:cts:greekLit:tlg0012.tlg001.msA:11.771	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1550	urn:cts:greekLit:tlg0012.tlg001.msA:11.772	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1551	urn:cts:greekLit:tlg0012.tlg001.msA:11.773	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1552	urn:cts:greekLit:tlg0012.tlg001.msA:11.774	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1553	urn:cts:greekLit:tlg0012.tlg001.msA:11.775	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1554	urn:cts:greekLit:tlg0012.tlg001.msA:11.776	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1555	urn:cts:greekLit:tlg0012.tlg001.msA:11.777	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1556	urn:cts:greekLit:tlg0012.tlg001.msA:11.778	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1557	urn:cts:greekLit:tlg0012.tlg001.msA:11.779	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1558	urn:cts:greekLit:tlg0012.tlg001.msA:11.780	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1559	urn:cts:greekLit:tlg0012.tlg001.msA:11.781	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1560	urn:cts:greekLit:tlg0012.tlg001.msA:11.782	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1561	urn:cts:greekLit:tlg0012.tlg001.msA:11.782	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1562	urn:cts:greekLit:tlg0012.tlg001.msA:11.783	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1563	urn:cts:greekLit:tlg0012.tlg001.msA:11.784	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1564	urn:cts:greekLit:tlg0012.tlg001.msA:11.785	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1565	urn:cts:greekLit:tlg0012.tlg001.msA:11.786	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1566	urn:cts:greekLit:tlg0012.tlg001.msA:11.794	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1567	urn:cts:greekLit:tlg0012.tlg001.msA:11.795	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1568	urn:cts:greekLit:tlg0012.tlg001.msA:11.802	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1569	urn:cts:greekLit:tlg0012.tlg001.msA:11.802	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:1570	urn:cts:greekLit:tlg0012.tlg001.msA:11.803	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1571	urn:cts:greekLit:tlg0012.tlg001.msA:11.803	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:1572	urn:cts:greekLit:tlg0012.tlg001.msA:11.807	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1573	urn:cts:greekLit:tlg0012.tlg001.msA:11.817	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1574	urn:cts:greekLit:tlg0012.tlg001.msA:11.824	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1575	urn:cts:greekLit:tlg0012.tlg001.msA:11.832	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1576	urn:cts:greekLit:tlg0012.tlg001.msA:11.834	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1577	urn:cts:greekLit:tlg0012.tlg001.msA:11.841	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1578	urn:cts:greekLit:tlg0012.tlg001.msA:11.844	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1579	urn:cts:greekLit:tlg0012.tlg001.msA:12.17	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1580	urn:cts:greekLit:tlg0012.tlg001.msA:12.22	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1581	urn:cts:greekLit:tlg0012.tlg001.msA:12.34	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1582	urn:cts:greekLit:tlg0012.tlg001.msA:12.36	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1583	urn:cts:greekLit:tlg0012.tlg001.msA:12.46	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1584	urn:cts:greekLit:tlg0012.tlg001.msA:12.56	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1585	urn:cts:greekLit:tlg0012.tlg001.msA:12.66	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1586	urn:cts:greekLit:tlg0012.tlg001.msA:12.77	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1587	urn:cts:greekLit:tlg0012.tlg001.msA:12.93	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1588	urn:cts:greekLit:tlg0012.tlg001.msA:12.96	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1589	urn:cts:greekLit:tlg0012.tlg001.msA:12.97	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1590	urn:cts:greekLit:tlg0012.tlg001.msA:12.105	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1591	urn:cts:greekLit:tlg0012.tlg001.msA:12.107	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1592	urn:cts:greekLit:tlg0012.tlg001.msA:12.115	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1593	urn:cts:greekLit:tlg0012.tlg001.msA:12.118	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1594	urn:cts:greekLit:tlg0012.tlg001.msA:12.120	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1595	urn:cts:greekLit:tlg0012.tlg001.msA:12.121	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1596	urn:cts:greekLit:tlg0012.tlg001.msA:12.137	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1597	urn:cts:greekLit:tlg0012.tlg001.msA:12.139	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1598	urn:cts:greekLit:tlg0012.tlg001.msA:12.140	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1599	urn:cts:greekLit:tlg0012.tlg001.msA:12.144	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1600	urn:cts:greekLit:tlg0012.tlg001.msA:12.155	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1601	urn:cts:greekLit:tlg0012.tlg001.msA:12.159	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1602	urn:cts:greekLit:tlg0012.tlg001.msA:12.175	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1603	urn:cts:greekLit:tlg0012.tlg001.msA:12.176	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1604	urn:cts:greekLit:tlg0012.tlg001.msA:12.177	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1605	urn:cts:greekLit:tlg0012.tlg001.msA:12.178	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1606	urn:cts:greekLit:tlg0012.tlg001.msA:12.179	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1607	urn:cts:greekLit:tlg0012.tlg001.msA:12.180	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1608	urn:cts:greekLit:tlg0012.tlg001.msA:12.193	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1609	urn:cts:greekLit:tlg0012.tlg001.msA:12.201	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1610	urn:cts:greekLit:tlg0012.tlg001.msA:12.207	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1611	urn:cts:greekLit:tlg0012.tlg001.msA:12.210	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1612	urn:cts:greekLit:tlg0012.tlg001.msA:12.211	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1613	urn:cts:greekLit:tlg0012.tlg001.msA:12.213	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1614	urn:cts:greekLit:tlg0012.tlg001.msA:12.216	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1615	urn:cts:greekLit:tlg0012.tlg001.msA:12.228	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1616	urn:cts:greekLit:tlg0012.tlg001.msA:12.230	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1617	urn:cts:greekLit:tlg0012.tlg001.msA:12.239	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1618	urn:cts:greekLit:tlg0012.tlg001.msA:12.253	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1619	urn:cts:greekLit:tlg0012.tlg001.msA:12.254	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1620	urn:cts:greekLit:tlg0012.tlg001.msA:12.258	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1621	urn:cts:greekLit:tlg0012.tlg001.msA:12.261	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1622	urn:cts:greekLit:tlg0012.tlg001.msA:12.280	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1623	urn:cts:greekLit:tlg0012.tlg001.msA:12.285	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1624	urn:cts:greekLit:tlg0012.tlg001.msA:12.291	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1625	urn:cts:greekLit:tlg0012.tlg001.msA:12.301	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1626	urn:cts:greekLit:tlg0012.tlg001.msA:12.303	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1627	urn:cts:greekLit:tlg0012.tlg001.msA:12.328	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1628	urn:cts:greekLit:tlg0012.tlg001.msA:12.329	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1629	urn:cts:greekLit:tlg0012.tlg001.msA:12.335	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1630	urn:cts:greekLit:tlg0012.tlg001.msA:12.336	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1631	urn:cts:greekLit:tlg0012.tlg001.msA:12.346	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1632	urn:cts:greekLit:tlg0012.tlg001.msA:12.348	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1633	urn:cts:greekLit:tlg0012.tlg001.msA:12.349	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1634	urn:cts:greekLit:tlg0012.tlg001.msA:12.350	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1635	urn:cts:greekLit:tlg0012.tlg001.msA:12.359	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1636	urn:cts:greekLit:tlg0012.tlg001.msA:12.363	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1637	urn:cts:greekLit:tlg0012.tlg001.msA:12.365	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1638	urn:cts:greekLit:tlg0012.tlg001.msA:12.366	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1639	urn:cts:greekLit:tlg0012.tlg001.msA:12.368	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1640	urn:cts:greekLit:tlg0012.tlg001.msA:12.371	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:1641	urn:cts:greekLit:tlg0012.tlg001.msA:12.375	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1642	urn:cts:greekLit:tlg0012.tlg001.msA:12.394	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1643	urn:cts:greekLit:tlg0012.tlg001.msA:12.400	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1644	urn:cts:greekLit:tlg0012.tlg001.msA:12.401	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1645	urn:cts:greekLit:tlg0012.tlg001.msA:12.416	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1646	urn:cts:greekLit:tlg0012.tlg001.msA:12.426	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1647	urn:cts:greekLit:tlg0012.tlg001.msA:12.431	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1648	urn:cts:greekLit:tlg0012.tlg001.msA:12.442	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:1649	urn:cts:greekLit:tlg0012.tlg001.msA:12.444	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:1650	urn:cts:greekLit:tlg0012.tlg001.msA:12.450	urn:cite2:hmt:critsign:obelos	TBA
